SESEq
             [,1]       [,2]       [,3]        [,4]
 [52,] 0.05811888 0.09505898 0.06532218 0.003034629
 [53,] 0.05824942 0.09529917 0.06535487 0.003036933
 [54,] 0.05815710 0.09515035 0.06525282 0.003026513
 [55,] 0.05814959 0.09512044 0.06518401 0.003019658
 [56,] 0.05816078 0.09467094 0.06495147 0.003028803
 [57,] 0.05811780 0.09458758 0.06486210 0.003020482
 [58,] 0.05812112 0.09457473 0.06480665 0.003014194
 [59,] 0.05804032 0.09443637 0.06464495 0.003004140
 [60,] 0.05806782 0.09446079 0.06461580 0.002999319
 [61,] 0.05797585 0.09431167 0.06443417 0.002989102
 [62,] 0.05817513 0.09466603 0.06473291 0.002994993
 [63,] 0.05824753 0.09480639 0.06470909 0.002994274
 [64,] 0.05814847 0.09409930 0.06428173 0.002993787
 [65,] 0.05806758 0.09396208 0.06417081 0.002984026
 [66,] 0.05809259 0.09402096 0.06409899 0.002980738
 [67,] 0.05815338 0.09409698 0.06411560 0.002977483
 [68,] 0.05806496 0.09395073 0.06400533 0.002967542
 [69,] 0.05827997 0.09426692 0.06420319 0.002971783
 [70,] 0.05813012 0.09337086 0.06362444 0.002963694
 [71,] 0.05656698 0.09226890 0.06352386 0.002954751
 [72,] 0.05649076 0.09214968 0.06344817 0.002945733
 [73,] 0.05640700 0.09201534 0.06327599 0.002936242
 [74,] 0.05638616 0.09196681 0.06319550 0.002929327
 [75,] 0.05637929 0.09193962 0.06313993 0.002923264
 [76,] 0.05629389 0.09180054 0.06297064 0.002913735
 [77,] 0.05634916 0.09186958 0.06297102 0.002910787
 [78,] 0.05628769 0.09177717 0.06282068 0.002902904
 [79,] 0.05617559 0.09087812 0.06222631 0.002893369
 [80,] 0.05646130 0.09137224 0.06243213 0.002904528
 [81,] 0.05637738 0.09123463 0.06233043 0.002895144
 [82,] 0.05629495 0.09109851 0.06217125 0.002885824
 [83,] 0.05623984 0.09099971 0.06208042 0.002877739
 [84,] 0.05615670 0.09086545 0.06191807 0.002868592
 [85,] 0.05608379 0.09027697 0.06156740 0.002869591
 [86,] 0.05602924 0.09017989 0.06147833 0.002861628
 [87,] 0.05594802 0.09004689 0.06132211 0.002852521
 [88,] 0.05597251 0.09010276 0.06126030 0.002849717
 [89,] 0.05592711 0.09003912 0.06123226 0.002842968
 [90,] 0.05450720 0.08907355 0.06109429 0.002836816
 [91,] 0.05444126 0.08895928 0.06095995 0.002828337
 [92,] 0.05446131 0.08900796 0.06102203 0.002825240
 [93,] 0.05447258 0.08901014 0.06098611 0.002820378
 [94,] 0.05434084 0.08820818 0.06046920 0.002813120
 [95,] 0.05439268 0.08831018 0.06043844 0.002811964
 [96,] 0.05447087 0.08841632 0.06046481 0.002810622
 [97,] 0.05439363 0.08829159 0.06031202 0.002802049
 [98,] 0.05432714 0.08817781 0.06021874 0.002793845
 [99,] 0.05435401 0.08823741 0.06016429 0.002791380
[100,] 0.05422785 0.08745035 0.05965451 0.002783835
[101,] 0.05415153 0.08732607 0.05956366 0.002775375
[102,] 0.05408209 0.08721769 0.05941810 0.002767466
[103,] 0.05404396 0.08716536 0.05930116 0.002761469
[104,] 0.05399602 0.08709587 0.05926617 0.002754863
[105,] 0.05392794 0.08698132 0.05913368 0.002746754
[106,] 0.05387754 0.08689174 0.05905263 0.002739528
[107,] 0.05393575 0.08700330 0.05903319 0.002738909
[108,] 0.05386320 0.08623950 0.05852473 0.002730842
[109,] 0.05272174 0.08566662 0.05848040 0.002736755
[110,] 0.05265037 0.08555185 0.05833754 0.002728763
[111,] 0.05293300 0.08598141 0.05856614 0.002738030
[112,] 0.05286317 0.08587002 0.05842469 0.002730189
[113,] 0.05292440 0.08595111 0.05843900 0.002728424
[114,] 0.05285326 0.08583362 0.05830166 0.002720382
[115,] 0.05282800 0.08512094 0.05782585 0.002713302
[116,] 0.05287430 0.08517873 0.05783611 0.002710662
[117,] 0.05286509 0.08517540 0.05785410 0.002706365
[118,] 0.05317990 0.08571213 0.05810292 0.002719619
[119,] 0.05317789 0.08569565 0.05806152 0.002714852
[120,] 0.05311110 0.08558434 0.05793320 0.002707085
[121,] 0.05304022 0.08547009 0.05785252 0.002699336
[122,] 0.05296964 0.08535543 0.05771761 0.002691559
[123,] 0.05289300 0.08462951 0.05723868 0.002683862
[124,] 0.05284557 0.08456025 0.05712086 0.002677674
[125,] 0.05288515 0.08463879 0.05720148 0.002676136
[126,] 0.05298699 0.08482089 0.05723076 0.002678104
[127,] 0.05293115 0.08473666 0.05718107 0.002671432
[128,] 0.05170982 0.08390354 0.05706709 0.002665867
[129,] 0.05186483 0.08413220 0.05720745 0.002668764
[130,] 0.05179737 0.08402166 0.05707737 0.002661245
[131,] 0.05175923 0.08359145 0.05683146 0.002663945
[132,] 0.05187334 0.08379534 0.05700707 0.002666502
[133,] 0.05182281 0.08371931 0.05688792 0.002660184
[134,] 0.05178004 0.08365711 0.05685653 0.002654284
[135,] 0.05171569 0.08355045 0.05673276 0.002646922
[136,] 0.05165497 0.08344838 0.05665234 0.002639786
[137,] 0.05161816 0.08338046 0.05656623 0.002633618
[138,] 0.05166487 0.08279519 0.05616767 0.002628912
[139,] 0.05167529 0.08279886 0.05613933 0.002624979
[140,] 0.05163298 0.08273769 0.05610826 0.002619222
[141,] 0.05157019 0.08263904 0.05598301 0.002612307
[142,] 0.05152012 0.08255275 0.05590931 0.002605772
[143,] 0.05169993 0.08286316 0.05602385 0.002612092
[144,] 0.05163544 0.08276049 0.05589946 0.002605102
[145,] 0.05167219 0.08283373 0.05597454 0.002603703
[146,] 0.05169207 0.08224023 0.05557137 0.002598373
[147,] 0.05166867 0.08219348 0.05550420 0.002593025
[148,] 0.05053172 0.08139879 0.05544223 0.002586634
[149,] 0.05061551 0.08151600 0.05548274 0.002586587
[150,] 0.05059481 0.08147303 0.05541862 0.002581385
[151,] 0.05061741 0.08149587 0.05540708 0.002578246
[152,] 0.05055535 0.08139465 0.05533271 0.002571371
[153,] 0.05046865 0.08086014 0.05500148 0.002568912
[154,] 0.05041781 0.08078295 0.05488880 0.002562894
[155,] 0.05056551 0.08103967 0.05510132 0.002567480
[156,] 0.05050386 0.08093997 0.05498345 0.002560699
[157,] 0.05044450 0.08084236 0.05490927 0.002554023
[158,] 0.05038351 0.08074340 0.05479317 0.002547306
[159,] 0.05052360 0.08094758 0.05491883 0.002549902
[160,] 0.05084711 0.08149362 0.05534208 0.002563639
[161,] 0.05088454 0.08127506 0.05523956 0.002571561
[162,] 0.05082420 0.08117962 0.05512178 0.002564998
[163,] 0.05076346 0.08108302 0.05505420 0.002558416
[164,] 0.05071416 0.08100865 0.05494501 0.002552609
[165,] 0.05066829 0.08094038 0.05483936 0.002547040
[166,] 0.04959570 0.08019573 0.05475546 0.002541343
[167,] 0.04979686 0.08054358 0.05503595 0.002548946
[168,] 0.04974555 0.07993365 0.05462834 0.002542504
[169,] 0.04972185 0.07988701 0.05456275 0.002537429
[170,] 0.04967254 0.07981170 0.05451654 0.002531599
[171,] 0.04963520 0.07974497 0.05443422 0.002525950
[172,] 0.04957689 0.07965126 0.05436749 0.002519576
[173,] 0.04952255 0.07956627 0.05425630 0.002513519
[174,] 0.04953757 0.07957826 0.05423876 0.002510350
[175,] 0.04949065 0.07949791 0.05417131 0.002504430
[176,] 0.04940581 0.07898778 0.05385063 0.002501562
[177,] 0.04936014 0.07890977 0.05375875 0.002495678
[178,] 0.04938938 0.07896883 0.05382133 0.002494269
[179,] 0.04933937 0.07888489 0.05372390 0.002488244
[180,] 0.04940219 0.07899979 0.05372776 0.002488784
[181,] 0.04934780 0.07891462 0.05367083 0.002482817
[182,] 0.04930016 0.07883400 0.05357744 0.002476953
[183,] 0.04924637 0.07842581 0.05333067 0.002477167
[184,] 0.04941288 0.07871079 0.05356187 0.002482988
[185,] 0.04935925 0.07862277 0.05346000 0.002476922
[186,] 0.04835827 0.07792479 0.05339027 0.002471449
[187,] 0.04837058 0.07795524 0.05334477 0.002469344
[188,] 0.04835769 0.07794291 0.05335086 0.002465759
[189,] 0.04830602 0.07786159 0.05324558 0.002460018
[190,] 0.04828602 0.07782105 0.05319856 0.002455518
[191,] 0.04829610 0.07757259 0.05306884 0.002460853
[192,] 0.04824505 0.07748788 0.05297017 0.002454948
[193,] 0.04827200 0.07754286 0.05302892 0.002453578
[194,] 0.04844156 0.07783478 0.05314636 0.002459922
[195,] 0.04840294 0.07777760 0.05305302 0.002455040
[196,] 0.04839567 0.07775637 0.05301690 0.002451194
[197,] 0.04837648 0.07771736 0.05296071 0.002446728
[198,] 0.04829137 0.07717153 0.05260332 0.002441354
[199,] 0.04825951 0.07711416 0.05254870 0.002436417
[200,] 0.04821402 0.07704477 0.05245079 0.002431183
[201,] 0.04816843 0.07696802 0.05236180 0.002425644
[202,] 0.04815441 0.07695351 0.05236526 0.002422158
[203,] 0.04810649 0.07687945 0.05226653 0.002416826
[204,] 0.04717163 0.07622752 0.05220707 0.002411648
[205,] 0.04713450 0.07617218 0.05217617 0.002406895
[206,] 0.04719664 0.07605155 0.05213692 0.002415820
[207,] 0.04714734 0.07596998 0.05204146 0.002410177
[208,] 0.04709702 0.07588972 0.05198578 0.002404640
[209,] 0.04707189 0.07585544 0.05190754 0.002400645
[210,] 0.04706069 0.07584515 0.05184323 0.002397455
[211,] 0.04701001 0.07576331 0.05178462 0.002391906
[212,] 0.04716351 0.07599194 0.05193325 0.002395902
[213,] 0.04708030 0.07549595 0.05161274 0.002391666
[214,] 0.04704956 0.07545201 0.05159122 0.002387361
[215,] 0.04701170 0.07538651 0.05151314 0.002382289
[216,] 0.04698039 0.07534148 0.05143080 0.002378031
[217,] 0.04693066 0.07526079 0.05137152 0.002372579
[218,] 0.04692901 0.07524903 0.05133895 0.002369195
[219,] 0.04688427 0.07517984 0.05129452 0.002364159
[220,] 0.04681566 0.07467124 0.05095684 0.002358853
[221,] 0.04676808 0.07459671 0.05086224 0.002353663
